HPO ID	English term	Italian term
HP:0004872	Incisional hernia	ernia incisionale
HP:0004875	Neonatal inspiratory stridor	stridore inspiratorio neonatale
HP:0004876	Spontaneous neonatal pneumothorax	pneumotorace spontaneo neonatale
HP:0004877	respiratory failure in infancy	insufficienza respiratoria nell'infanzia
HP:0004878	Respiratory failure due to intercostal muscle and diaphragm involvement	insufficienza respiratoria a causa del coinvolgimento del diaframma e del muscolo intercostale
HP:0004879	intermittent hyperventilation	iperventilazione intermittente
HP:0004880	Respiratory infections in early life	infezioni respiratorie nei primi anni di vita
HP:0004881	Episodic hypoventilation	ipoventilazione episodica
HP:0004885	Episodic respiratory distress	afflizione respiratoria episodica
HP:0004886	Congenital laryngeal stridor	stridore laringeo congenito
HP:0004887	Respiratory failure requiring assisted ventilation	insufficienza respiratoria che necessitano di ventilazione assistita
HP:0004889	Intermittent episodes of respiratory insufficiency due to muscle weakness	intermittenti episodi di insufficienza respiratoria secondaria a debolezza muscolare
HP:0004890	Elevated pulmonary artery pressure	elevata pressione dell'arteria polmonare
HP:0004891	Recurrent infections due to aspiration	infezioni ricorrenti a causa di aspirazione
HP:0004893	progressive respiratory failure	insufficienza respiratoria progressiva
HP:0004894	Laryngotracheal stenosis	stenosi laringotracheale
HP:0004897	Stress/infection-induced lactic acidosis	acidosi lattica indotto dallo stress/infezione
HP:0004898	Persistent lactic acidosis	acidosi lattica persistente
HP:0004899	Chronic adult lactic acidosis	acidosi lattica cronica adulto
HP:0004900	Severe lactic acidosis	acidosi lattica severa
HP:0004901	Exercise-induced lactic acidemia	acidemia lattica indotta dall'esercizio
HP:0004902	Congenital lactic acidosis	acidosi lattica congenita
HP:0004904	Maturity-onset diabetes of the young	diabete di inizio di maturità dei giovani
HP:0004905	Vitamin A deficiency	deficit di vitamina A
HP:0004906	hypernatremic dehydration	disidratazione ipernatremica
HP:0004909	hypokalemic hypochloremic metabolic alkalosis	alcalosi metabolica ipokaliemica ipochloremic
HP:0004910	Bicarbonate-wasting renal tubular acidosis	acidosi renale tubulare da consumo di bicarbonato
HP:0004911	Episodic metabolic acidosis	acidosi metabolica episodica
HP:0004912	Hypophosphatemic rickets	rachitismo ipofosfatemico
HP:0004913	Intermittent lactic acidemia	intermittente acidemia lattica
HP:0004914	Recurrent infantile hypoglycemia	ipoglicemia ricorrente infantile
HP:0004915	Impairment of galactose metabolism	compromissione del metabolismo del galattosio
HP:0004916	Generalized distal tubular acidosis	acidosi tubulare distale generalizzata
HP:0004918	hyperchloremic metabolic acidosis	acidosi metabolica ipercloremica
HP:0004919	Galactose intolerance	intolleranza al galattosio
HP:0004920	Phenylpyruvic acidemia	acidemia da fenilpiruvato
HP:0004921	Abnormality of magnesium homeostasis	anomalia dell'omeostasi del magnesio
HP:0004922	Atypical hyperphenylalaninemia	iperfenilalaninemia atipica
HP:0004923	Hyperphenylalaninemia	iperfenilalaninemia
HP:0004924	Abnormal oral glucose tolerance	tolleranza anormale al glucosio orale
HP:0004925	Chronic lactic acidosis	acidosi lattica cronica
HP:0004926	Orthostatic hypotension due to autonomic dysfunction	ipotensione ortostatica dovuto a disfunzione autonomica
HP:0004927	Pulmonary artery dilatation	dilatazione dell'arteria polmonare
HP:0004928	Peripheral arterial stenosis	stenosi arteriosa periferica
HP:0004929	Coronary atherosclerosis	aterosclerosi coronaria
HP:0004930	Abnormality of the pulmonary vasculature	anomalia della vascolatura polmonare
HP:0004931	Arteriosclerosis of small cerebral arteries	arteriosclerosi delle piccole arterie cerebrali
HP:0004933	Ascending aortic dissection	ascendente dissezione aortica
HP:0004934	Vascular calcification	calcificazione vascolare
HP:0004935	Pulmonary artery atresia	atresia dell'arteria polmonare
HP:0004936	Venous thrombosis	trombosi venosa
HP:0004937	Pulmonary artery aneurysm	aneurisma dell'arteria polmonare
HP:0004938	Tortuous cerebral arteries	arterie cerebrali tortuose
HP:0004940	Generalized arterial calcification	calcificazione arteriosa generalizzata
HP:0004941	Extrahepatic portal hypertension	ipertensione portale extraepatica
HP:0004942	Aortic aneurysm	aneurisma aortico
HP:0004943	Accelerated atherosclerosis	accelerata aterosclerosi
HP:0004944	Cerebral aneurysm	aneurisma cerebrale
HP:0004945	Extracranial internal carotid artery dissection	dissezione dell'arteria carotidea interna extracraniale
HP:0004947	Arteriovenous fistula	fistola arterovenosa
HP:0004948	Vascular tortuosity	tortuosità vascolare
HP:0004950	Peripheral arterial disease	arteriopatia periferica
HP:0004952	Pulmonary arteriovenous fistulas	fistole arterovenose polmonari
HP:0004953	Abdominal aortic aneurysm	aneurisma dell'aorta addominale
HP:0004954	Descending aortic aneurysm	discendente di aneurisma aortico
HP:0004955	Generalized arterial tortuosity	tortuosità generalizzata delle arterie
HP:0004959	Dilatation of the descending thoracic aorta	dilatazione dell'aorta toracica discendente
HP:0004960	Absent pulmonary artery	agenesia dell'arteria polmonare
HP:0004961	Pulmonary artery sling	fasciatura dell'arteria polmonare
HP:0004962	Thoracic aorta calcification	calcificazione aorta toracica
HP:0004963	Calcifications of the aorta	calcificazioni dell'aorta
HP:0004964	Pulmonary arterial medial hypertrophy	ipertrofia mediale arteriosa polmonare
HP:0004966	Medial calcification of medium-sized and major arteries	calcificazione mediale di medie e grandi arterie
HP:0004968	Recurrent cerebral hemorrhage	emorragia cerebrale ricorrente
HP:0004969	Peripheral pulmonary artery stenosis	stenosi periferica dell'arteria polmonare
HP:0004970	Ascending aortic dilation	crescente dilatazione aortica
HP:0004971	Pulmonary artery hypoplasia	ipoplasia dell'arteria polmonare
HP:0004972	Elevated mean arterial pressure	elevata pressione arteriosa media
HP:0004974	Coarctation of abdominal aorta	coartazione dell'aorta addominale
HP:0004975	Erlenmeyer flask deformity of the femurs	deformità a fiasca dei femori
HP:0004976	Knee dislocation	dislocazione del ginocchio
HP:0004977	Bilateral radial aplasia	aplasia radiale bilaterale
HP:0004979	Metaphyseal sclerosis	sclerosi metafisaria
HP:0004980	Metaphyseal rarefaction	rarefazione metafisaria
HP:0004981	prominent ulnar styloid process	processo stiloideo ulna prominente
HP:0004986	Rudimentary to absent fibulae	fibule da rudimentali ad assenti
HP:0004987	Mesomelic leg shortening	accorciamento gamba mesomelica
HP:0004990	Epiphyseal streaking	striature epifisarie
HP:0004991	Rhizomelic arm shortening	accorciamento del braccio rizomelico
HP:0004992	Dislocations of the wrists	dislocazioni dei polsi
HP:0004993	Slender long bones with narrow diaphyses	ossa lunghe snelle con strette diafisi
HP:0004997	Multicentric ossification of proximal humeral epiphyses	ossificazione multicentrica delle epifisi dell'omero prossimale
HP:0005001	Recurrent patellar dislocation	lussazione ricorrente della rotula
HP:0005003	Aplasia/Hypoplasia of the capital femoral epiphysis	aplasia/ipoplasia dell'epifisi femorale capitale
HP:0005004	Flattened proximal radial epiphyses	epifisi radiale prossimale appiattite
HP:0005005	Femoral bowing present at birth, straightening with time	piega femorale presente alla nascita, che si raddrizza col tempo
HP:0005008	Large joint dislocations	slogatura delle grandi articolazioni
HP:0005009	Dumbbell-shaped humerus	omero a forma di manubrio
HP:0005010	osteomyelitis leading to amputation due to slow healing fractures	osteomielite che conduce all'amputazione a causa di fratture a lenta guarigione 
HP:0005011	Mesomelic arm shortening	braccio mesomelico accorciamento
HP:0005013	Dysplastic distal radial epiphyses	epifisi radiale distale displastiche
HP:0005017	polyarticular chondrocalcinosis	condrocalcinosi poliarticolare
HP:0005019	Diaphyseal thickening	ispessimento della diafisi
HP:0005021	Bilateral elbow dislocations	slogature bilaterali del gomito
HP:0005025	Hypoplastic distal humeri	omero distale ipoplastico
HP:0005026	mesomelic/rhizomelic limb shortening	accorciamento dell'arto mesomelico/rizomelico
HP:0005028	Widened proximal tibial metaphyses	metafisi tibiale prossimale allargata
HP:0005033	Distal ulnar hypoplasia	ipoplasia dell'ulna distale
HP:0005035	Shortening of all phalanges of the toes	accorciamento di tutte le falangi delle dita
HP:0005036	Unilateral ulnar hypoplasia	ipoplasia unilaterale dell'ulna 
HP:0005037	Proximal radio-ulnar synostosis	sinostosi radio-ulnare prossimale
HP:0005039	Multiple long-bone exostoses	esostosi multiple delle ossa lunghe
HP:0005041	Irregular capital femoral epiphysis	epifisi femorale capitale irregolari
HP:0005042	Irregular, rachitic-like metaphyses	metafisi irregolari, tipo rachitiche
HP:0005043	irregular proximal humeral metaphyses	metafisi irregolari dell'omero prossimale
HP:0005045	diaphyseal cortical sclerosis	sclerosi corticale diafisaria
HP:0005048	Synostosis of carpal bones	sinostosi delle ossa carpali
HP:0005050	Anterolateral radial head dislocation	dislocazione anterolaterale della testa radiale
HP:0005054	Metaphyseal spurs	speroni metafisari
HP:0005059	arthralgia/arthritis	artralgia/artrite
HP:0005060	limited elbow flexion/extension	flessione/estensione del gomito limitata
HP:0005063	Fragmented, irregular epiphyses	epifisi frammentate, irregolare
HP:0005066	Cone-shaped epiphyses fused within their metaphyses	epifisi a cono fuse all'interno delle loro metafisi
HP:0005067	Proximal fibular overgrowth	crescita eccessiva prossimale fibulare
HP:0005068	absent styloid processes	processi stiloidei assenti 
HP:0005069	rhizo-meso-acromelic limb shortening	accorciamento rizo-meso-acromelico dell'arto
HP:0005070	Proximal radial head dislocation	lussazione testa radiale prossimale
HP:0005072	Hyperextensibility at wrists	iperlassità a polsi
HP:0005084	Anterior radial head dislocation	lussazione anteriore della testa radiale
HP:0005085	limited knee flexion/extension	limitata flessione/estensione del ginocchio
HP:0005086	Knee osteoarthritis	osteoartrite del ginocchio
HP:0005089	Abnormal metaphyseal trabeculation	trabecolazione metafisaria anomala
HP:0005090	Lateral femoral bowing	incurvamento laterale del ginocchio
HP:0005092	Streaky metaphyseal sclerosis	sclerosi metafisaria a strisce
HP:0005093	Absent proximal radial epiphyses	epifisi assente radiale prossimale
HP:0005096	Distal femoral bowing	incurvamento distale
HP:0005099	Severe hydrops fetalis	grave idrope fetale
HP:0005100	premature birth following premature rupture of fetal membranes	parto prematuro, a seguito di rottura prematura delle membrane fetali
HP:0005101	High-frequency hearing impairment	indebolimento dell'udito ad alta frequenza
HP:0005102	Cochlear degeneration	degenerazione cocleare
HP:0005103	Cartilaginous ossification of pinnae	ossificazione cartilagineq di padiglioni auricolari
HP:0005104	Hypoplastic nasal septum	ipoplasia del setto nasale
HP:0005105	Abnormal nasal morphology	anomala morfologia nasale
HP:0005106	Abnormality of the vertebral endplates	anomalia delle piastre laterali vertebrali
HP:0005107	Abnormality of the sacrum	anomalia del wacro
HP:0005108	Abnormality of the intervertebral disk	anomalia del disco intervertebrale
HP:0005109	Abnormality of the Achilles tendon	anomalia del tendine d'qchille
HP:0005110	Atrial fibrillation	fibrillazione atriale
HP:0005111	Dilatation of the ascending aorta	dilatazione dell'aorta ascendente
HP:0005112	Dilatation of the abdominal aorta	dilatazione dell'aorta addominale
HP:0005113	Dilatation of the aortic arch	dilatazione dell'arco aortico
HP:0005114	Abnormalities of the peripheral arteries	anomalie delle arterie periferiche
HP:0005115	Supraventricular arrhythmia	aritmia sopraventricolare
HP:0005116	Arterial tortuosity	tortuosità delle arterie
HP:0005117	Elevated diastolic blood pressure	elevata pressione diastolica
HP:0005120	Abnormality of cardiac atrium	anomalia dell'atrio cardiaco
HP:0005121	Posterior scalloping of vertebral bodies	smerlatura posteriore dei corpi vertebrali
HP:0005129	Congenital hypertrophy of left ventricle	ipertrofia congenita del ventricolo sinistro
HP:0005130	Restrictive heart failure	insufficienza cardiaca restrittiva
HP:0005132	Pericardial constriction	costrizione pericardica
HP:0005133	Right ventricular dilatation	dilatazione ventricolare di destra
HP:0005134	Absence of the pulmonary valve	assenza della valvola polmonare
HP:0005135	EKG: T-wave abnormalities	EKG: anomalie ell'onda T
HP:0005136	Premature calcification of mitral annulus	prematura calcificazione dell'anello mitrale
HP:0005141	Episodes of ventricular tachycardia	episodi di tachicardia ventricolare
HP:0005143	Anomalous origin of right pulmonary artery from ascending aorta	origine anomala dell'arteria polmonare destra da aorta ascendente
HP:0005144	Left ventricular septal hypertrophy	ipertrofia settale ventricolare di sinistra
HP:0005145	Coronary artery stenosis	stenosi dell'arteria coronarica
HP:0005146	Cardiac valve calcification	calcificazione della valvola cardiaca
HP:0005147	Bidirectional ventricular ectopy	ectopia ventricolare bidirezionale
HP:0005148	Pulmonary valve defects	difetti della valvola polmonare
HP:0005150	Abnormal atrioventricular conduction	anomala conduzione atrioventricolare
HP:0005151	Preductal coarctation of the aorta	preductal coartazione dell'aorta
HP:0005152	Oncocytic cardiomyopathy	cardiomiopatia oncocitica
HP:0005155	Ventricular escape rhythms	ritmi di fuga ventricolare
HP:0005156	Hypoplastic left atrium	atrio sinistro ipoplastico
HP:0005157	Concentric hypertrophic cardiomyopathy	cardiomiopatia ipertrofica concentrica
HP:0005160	Total anomalous pulmonary venous return	ritorno venoso polmonare totale anomalo
HP:0005162	Impaired left ventricular function	alterata funzione ventricolare sinistra
HP:0005164	Dysplastic pulmonary valve	valvola polmonare displastica
HP:0005165	Shortened PR interval	intervallo PR accorciato
HP:0005168	Elevated right atrial pressure	elevata pressione atriale destra
HP:0005170	Complete heart block with broad RS complexes	blocco del cuore completo con ampi complessi RS
HP:0005172	Left postterior fascicular block	blocco fascicolare posteriore sinistro
HP:0005173	Calcific aortic valve stenosis	stenosi della valvola aortica calcificante
HP:0005174	Membranous subvalvular aortic stenosis	stenosi aortica subvalvolare membranosa
HP:0005176	Dysplastic aortic valve	valvola aortica displastica
